id_cliente,nome_cliente,cpf,sexo,cidade,estado,id_tipo_cliente
2287,Carlos Eduardo Silveira,873.021.649-40,Masculino,Vila Velha,ES,2
2288,José da Conceição,679.150.483-84,Masculino,Blumenau,SC,1
2289,Mirella Brito,065.321.749-80,Masculino,Colinas do Tocantins,TO,1
2290,Agatha Casa Grande,638.950.214-15,Feminino,São Gonçalo do Amarante,RN,3
2291,Dra. Fernanda Albuquerque,608.197.523-12,Masculino,Ananindeua,PA,1
2292,Dr. Antony Rocha,528.790.413-41,Feminino,Naviraí,MS,1
2293,Nathan Jesus,701.286.435-44,Masculino,Rolim de Moura,RO,1
2294,Calebe Guerra,638.954.102-33,Feminino,Patos,PB,1
2295,João Lucas Andrade,053.641.829-24,Masculino,Ouro Preto do Oeste,RO,1
2296,Marcelo Garcia,201.564.839-98,Feminino,Sobradinho,DF,1
2297,José Miguel Nascimento,438.901.625-33,Masculino,Humaitá,AM,2
2298,Sr. Valentim Garcia,132.954.768-37,Feminino,Aparecida de Goiânia,GO,2
2299,Larissa Farias,234.178.965-09,Feminino,Caracaraí,RR,1
2300,Alana Cavalcanti,486.312.590-98,Masculino,Pacaraima,RR,1
2301,Dra. Maria Alice da Cruz,678.512.409-30,Masculino,Nova Cruz,RN,1
2302,Luiz Henrique Guerra,152.367.480-62,Masculino,Pedro II,PI,2
2303,Ryan Teixeira,625.914.087-85,Masculino,Vitória,ES,2
2304,Letícia Caldeira,475.163.208-62,Masculino,Timon,MA,2
2305,Júlia Teixeira,695.712.843-19,Feminino,Mossoró,RN,1
2306,Yuri Fernandes,324.159.780-60,Feminino,Petrolina,PE,1
2307,Cauã Fernandes,712.536.890-59,Feminino,Brasília,DF,1
2308,Dr. Heitor Ribeiro,465.973.120-07,Feminino,Chapecó,SC,1
2309,Beatriz Gonçalves,824.736.190-69,Feminino,Porto Velho,RO,2
2310,Aylla Fogaça,381.094.725-32,Masculino,Cacoal,RO,2
2311,Arthur da Cruz,073.816.954-48,Masculino,Chapecó,SC,1
2312,Calebe da Mota,867.450.132-07,Masculino,Curitiba,PR,3
2313,Giovanna Campos,214.387.956-37,Feminino,São Bernardo do Campo,SP,2
2314,Lorenzo Ramos,428.357.910-60,Masculino,Campo Maior,PI,1
2315,Cauê Marques,240.138.957-14,Masculino,Pedra Branca do Amapari,AP,1
2316,Brenda Cirino,694.730.518-75,Masculino,Palmeira dos Índios,AL,3
2317,Heloisa Cunha,531.068.947-84,Masculino,Laranjal do Jari,AP,2
2318,Ana Camargo,634.570.982-47,Feminino,Aracruz,ES,1
2319,João Gabriel da Mata,376.891.250-77,Masculino,Caxias,MA,2
2320,Augusto Nunes,841.506.379-20,Feminino,Santarém,PA,2
2321,Brayan da Cunha,819.302.564-42,Masculino,Santa Inês,MA,1
2322,Enrico Andrade,286.730.594-29,Feminino,Trindade,GO,1
2323,Srta. Ana Cecília da Cruz,421.678.953-64,Feminino,Cáceres,MT,1
2324,Bento Costela,531.806.974-66,Feminino,Bragança,PA,2
2325,Yago Garcia,015.639.487-10,Feminino,Lagarto,SE,2
2326,Davi Luiz Viana,140.923.785-05,Masculino,Xapuri,AC,1
2327,Caleb Campos,287.659.401-30,Masculino,São Cristóvão,SE,2
2328,Srta. Hadassa Lopes,785.362.904-47,Feminino,Maringá,PR,1
2329,Yuri Viana,107.248.359-97,Feminino,Bacabal,MA,1
2330,Josué Ramos,215.907.843-32,Feminino,Porto Grande,AP,1
2331,Lucas Aragão,692.308.714-78,Masculino,Ceilândia,DF,3
2332,Lorenzo Cavalcanti,741.092.856-58,Feminino,Mâncio Lima,AC,2
2333,Sra. Ágatha Peixoto,945.368.270-56,Feminino,Cabo de Santo Agostinho,PE,3
2334,Arthur Freitas,156.327.948-73,Feminino,Chapecó,SC,1
2335,Laís Casa Grande,271.386.405-44,Masculino,Ouro Preto do Oeste,RO,1
2336,Maria Clara Alves,460.375.912-61,Masculino,Tabatinga,AM,3
2337,Henry Abreu,689.712.045-67,Feminino,Sobradinho,DF,3
2338,André Abreu,690.527.348-10,Feminino,União,PI,2
2339,Ravy Jesus,231.097.465-06,Feminino,Porto Alegre,RS,2
2340,Clara Cirino,289.704.613-96,Masculino,São José,SC,1
2341,Vinicius Correia,540.726.891-49,Masculino,Colinas do Tocantins,TO,2
2342,Bruna da Conceição,518.720.946-94,Feminino,Pelotas,RS,1
2343,Clara Cavalcante,820.639.741-87,Masculino,Caracaraí,RR,1
2344,Ana Cecília Peixoto,783.014.692-69,Feminino,Cruzeiro do Sul,AC,2
2345,Cauã Pinto,453.209.687-10,Masculino,Barra do Garças,MT,3
2346,Julia da Paz,786.932.140-04,Masculino,Piripiri,PI,3
2347,Bryan Ramos,893.071.246-04,Feminino,Guaraí,TO,1
2348,Heloísa Martins,812.094.356-24,Feminino,Altos,PI,2
2349,Sra. Alice Dias,589.236.470-47,Masculino,Niterói,RJ,2
2350,Lara Cirino,906.437.821-50,Feminino,Iranduba,AM,2
2351,Sr. Vicente Pereira,860.375.912-02,Masculino,Gurupi,TO,1
2352,Isabella da Conceição,745.309.618-93,Masculino,Itajaí,SC,2
2353,Maria Vitória Borges,361.245.097-25,Masculino,Maranguape,CE,1
2354,Antônio Moraes,437.589.126-28,Feminino,Tobias Barreto,SE,2
2355,João Felipe da Rosa,792.804.635-00,Feminino,Itajaí,SC,1
2356,Diego da Cunha,234.705.961-07,Masculino,Juazeiro do Norte,CE,1
2357,Srta. Lorena Camargo,593.674.012-99,Masculino,Parnaíba,PI,2
2358,Dr. João Miguel Pacheco,062.834.597-65,Masculino,Maracanaú,CE,1
2359,Enzo Freitas,703.615.429-25,Feminino,São Bernardo do Campo,SP,1
2360,Lavínia Fogaça,231.954.768-19,Masculino,Sapé,PB,1
2361,Augusto da Mota,026.314.957-99,Masculino,Mazagão,AP,1
2362,Ryan da Rocha,298.076.314-40,Masculino,Aparecida de Goiânia,GO,1
2363,Luiz Henrique Rodrigues,326.941.705-52,Masculino,Camaragibe,PE,2
2364,Davi Lucas Fogaça,031.674.529-43,Masculino,Rio Branco,AC,1
2365,Vitor Vasconcelos,502.183.974-88,Masculino,Iracema,RR,2
2366,Isaque Ramos,395.418.602-06,Masculino,Manacapuru,AM,2
2367,Benjamin Ramos,025.396.174-25,Feminino,Barra do Garças,MT,2
2368,Lara Sampaio,715.246.098-11,Feminino,Camaragibe,PE,2
2369,Cecília da Conceição,045.716.893-57,Feminino,Montes Claros,MG,2
2370,Nina Martins,814.236.579-00,Feminino,Juiz de Fora,MG,3
2371,Pedro Miguel Albuquerque,145.978.036-10,Feminino,Barra do Garças,MT,1
2372,Mariane Leão,650.213.479-34,Feminino,Uberlândia,MG,1
2373,Emanuel Novaes,157.403.826-53,Masculino,Blumenau,SC,1
2374,Davi Lucca da Cruz,196.354.708-00,Masculino,Floriano,PI,3
2375,Pietra Pires,635.197.428-37,Feminino,Sidrolândia,MS,2
2376,Vitor Hugo Fogaça,921.673.845-64,Masculino,Barras,PI,2
2377,Hellena Monteiro,194.687.203-22,Feminino,Rolim de Moura,RO,1
2378,Arthur Souza,375.614.802-53,Masculino,Penedo,AL,2
2379,Diego da Luz,659.341.872-28,Masculino,Assu,RN,1
2380,Samuel Ribeiro,837.924.016-22,Feminino,Nova Andradina,MS,3
2381,Cecilia Aparecida,194.503.268-51,Feminino,Rorainópolis,RR,2
2382,Lavínia Cirino,673.920.184-69,Masculino,São Gonçalo do Amarante,RN,2
2383,Levi Ferreira,397.628.514-55,Feminino,Ilhéus,BA,2
2384,Joana Moura,784.931.652-55,Feminino,Dianópolis,TO,3
2385,Sra. Bárbara Almeida,462.703.189-04,Feminino,Maranguape,CE,3
2386,Dr. Vitor Farias,120.639.548-60,Masculino,Normandia,RR,1
2387,Igor Sousa,507.412.683-53,Masculino,Caucaia,CE,1
2388,Daniel da Rosa,650.198.243-05,Feminino,Crato,CE,3
2389,Alana da Paz,578.612.049-01,Masculino,Linhares,ES,2
2390,Dra. Ana Júlia Marques,038.546.197-66,Feminino,Caracaraí,RR,3
2391,Cecília Vasconcelos,397.561.024-70,Masculino,Porto Grande,AP,3
2392,Sr. Miguel Mendonça,670.319.528-59,Feminino,Rolim de Moura,RO,1
2393,Mariane Costa,018.769.425-76,Feminino,Machadinho d'Oeste,RO,3
2394,Juliana Cardoso,643.197.825-00,Masculino,São Bernardo do Campo,SP,1
2395,Thomas Cavalcante,867.590.134-84,Feminino,Imperatriz,MA,1
2396,Dr. João Pedro Lopes,920.483.567-29,Masculino,Balneário Camboriú,SC,3
2397,Gabriel Casa Grande,451.972.063-06,Feminino,Belford Roxo,RJ,1
2398,Cauê Farias,461.329.058-98,Feminino,Barra do Garças,MT,2
2399,Vinicius Siqueira,804.259.713-41,Feminino,Marechal Deodoro,AL,2
2400,Isaque Azevedo,568.420.137-71,Masculino,Castanhal,PA,2
2401,Bella da Mota,837.296.450-56,Masculino,Pedro II,PI,2
2402,Asafe Pinto,016.423.589-24,Feminino,Cuiabá,MT,2
2403,Milena Novaes,401.987.325-97,Feminino,Contagem,MG,2
2404,Valentina Sales,837.509.641-57,Feminino,Porto Nacional,TO,2
2405,Maria Julia Lima,861.045.372-35,Masculino,Barreiras,BA,1
2406,Sr. Gael Henrique Castro,617.902.583-59,Masculino,Ceará-Mirim,RN,1
2407,Sr. José Miguel Fogaça,815.326.974-73,Masculino,Senador Canedo,GO,2
2408,Luiz Otávio da Costa,382.719.460-13,Feminino,Petrolina,PE,2
2409,Ravi Lucca Vasconcelos,750.982.413-32,Masculino,Penedo,AL,1
2410,Raquel Pereira,309.814.267-78,Masculino,São José,SC,2
2411,Emanuelly Mendes,693.280.574-00,Feminino,Lagarto,SE,3
2412,Liam Cardoso,854.301.927-32,Feminino,Caxias,MA,3
2413,André Nascimento,972.503.186-59,Feminino,Uberaba,MG,2
2414,Olívia Melo,718.642.930-04,Feminino,Tobias Barreto,SE,1
2415,Dra. Rafaela Rezende,863.049.517-01,Feminino,Timon,MA,2
2416,Brayan Aragão,249.175.308-14,Masculino,Itacoatiara,AM,1
2417,Dr. Pietro Melo,169.548.307-39,Masculino,Santa Maria,RS,2
2418,Dr. Luiz Fernando Vargas,697.320.854-10,Feminino,Duque de Caxias,RJ,1
2419,João Pedro Vasconcelos,408.952.173-41,Masculino,Caxias,MA,1
2420,Mateus Rodrigues,537.419.602-25,Masculino,Florianópolis,SC,1
2421,Joaquim Pinto,079.256.348-47,Feminino,Caracaraí,RR,1
2422,Ana Julia Teixeira,157.684.039-57,Masculino,Caracaraí,RR,3
2423,Calebe Aparecida,162.305.489-33,Masculino,Sidrolândia,MS,1
2424,Sr. José Pedro Martins,573.129.684-73,Feminino,Humaitá,AM,2
2425,Francisco Caldeira,467.902.351-16,Masculino,Lauro de Freitas,BA,1
2426,Maria Julia da Paz,320.179.684-04,Masculino,Guarapari,ES,2
2427,Maria Clara Casa Grande,824.379.560-00,Masculino,Jaru,RO,2
2428,Sra. Carolina da Rocha,098.561.724-11,Feminino,Simão Dias,SE,3
2429,Ana Julia Borges,460.279.581-11,Masculino,Trindade,GO,1
2430,Gustavo Henrique Casa Grande,716.580.943-01,Masculino,Parintins,AM,1
2431,Helena Garcia,930.765.428-00,Feminino,Senador Guiomard,AC,2
2432,Isabela Azevedo,871.502.634-53,Masculino,Aparecida de Goiânia,GO,2
2433,Dr. Benício Farias,820.451.763-71,Feminino,Lucas do Rio Verde,MT,3
2434,Melina Leão,613.975.820-30,Feminino,Santa Inês,MA,1
2435,Antonella Carvalho,261.948.357-37,Masculino,Vitória do Jari,AP,1
2436,Agatha Ferreira,318.024.756-80,Feminino,Primavera do Leste,MT,2
2437,Pedro Monteiro,374.108.526-07,Masculino,Vitória do Jari,AP,2
2438,Otávio Pereira,376.520.418-80,Masculino,Itabaiana,SE,3
2439,Pietra Sales,187.369.450-48,Masculino,Quixadá,CE,2
2440,Ísis Moura,501.963.742-43,Masculino,Colombo,PR,2
2441,Emanuel Cirino,698.345.027-29,Masculino,Palmeira dos Índios,AL,2
2442,Maria Laura Barros,652.148.097-94,Masculino,Vitória do Jari,AP,1
2443,Isabella Dias,981.725.364-37,Feminino,Santana,AP,2
2444,Pedro Henrique Duarte,976.204.183-69,Masculino,Maringá,PR,1
2445,Dra. Amanda Dias,014.936.582-98,Feminino,Linhares,ES,1
2446,Esther Oliveira,125.638.049-06,Feminino,Normandia,RR,1
2447,Danilo das Neves,860.752.934-00,Feminino,Gravataí,RS,2
2448,João Gabriel Peixoto,287.439.506-47,Masculino,Currais Novos,RN,2
2449,Allana Vasconcelos,230.761.985-21,Masculino,Boa Vista,RR,1
2450,Thiago Gonçalves,074.189.326-69,Masculino,Itabuna,BA,3
2451,Fernando Castro,396.410.758-10,Feminino,Barreiras,BA,2
2452,Anthony Gabriel Viana,730.126.854-80,Feminino,Anápolis,GO,2
2453,José Pedro Sampaio,975.132.046-16,Feminino,Vitória do Jari,AP,1
2454,Ayla Ramos,496.582.371-00,Masculino,Ariquemes,RO,1
2455,Benicio Silveira,687.912.453-46,Masculino,Valparaíso de Goiás,GO,3
2456,José Miguel Farias,146.538.790-01,Feminino,Ponta Grossa,PR,1
2457,Juliana Montenegro,349.528.760-47,Masculino,Vilhena,RO,2
2458,Sabrina Cunha,694.721.803-96,Feminino,Santarém,PA,1
2459,Maria Clara Moura,704.163.529-52,Masculino,Cuiabá,MT,3
2460,Joaquim Siqueira,650.279.481-58,Masculino,Mazagão,AP,1
2461,Srta. Emanuella Nascimento,467.150.983-01,Feminino,Normandia,RR,1
2462,Erick Teixeira,930.586.124-51,Feminino,Ji-Paraná,RO,1
2463,Levi da Mata,503.489.761-00,Masculino,São Cristóvão,SE,1
2464,Marcela Camargo,502.968.714-94,Masculino,Goiânia,GO,1
2465,Ester Novais,143.290.576-70,Masculino,Várzea Grande,MT,2
2466,Isabel Câmara,753.086.492-00,Feminino,Iguatu,CE,2
2467,Maria Oliveira,042.371.689-13,Feminino,Petrópolis,RJ,1
2468,Maya Rocha,625.079.814-58,Feminino,Passo Fundo,RS,3
2469,Evelyn Novaes,594.206.387-74,Masculino,Mossoró,RN,3
2470,Isabel Duarte,197.526.480-02,Feminino,Uberaba,MG,1
2471,Sra. Ana Beatriz Teixeira,627.140.395-61,Masculino,Vitória de Santo Antão,PE,1
2472,Pedro Miguel da Cunha,612.907.384-40,Masculino,Normandia,RR,2
2473,Dra. Eloah Teixeira,641.730.258-07,Feminino,Lauro de Freitas,BA,2
2474,Melina Gonçalves,208.341.795-04,Masculino,Penedo,AL,2
2475,Antônio Vieira,351.986.072-40,Feminino,Iracema,RR,1
2476,Lucas Silveira,982.613.407-40,Feminino,Maranguape,CE,3
2477,Henrique da Mota,380.246.751-53,Feminino,Floriano,PI,1
2478,Clarice Araújo,253.798.046-83,Masculino,Piripiri,PI,1
2479,Emanuella Viana,319.287.654-91,Masculino,Açailândia,MA,2
2480,Nina Cirino,918.526.047-94,Masculino,Ji-Paraná,RO,1
2481,Joana Correia,183.529.764-19,Masculino,Laranjal do Jari,AP,2
2482,Bryan Andrade,278.056.941-76,Feminino,Criciúma,SC,2
2483,Danilo Rocha,726.980.345-56,Feminino,São Paulo,SP,3
2484,Brenda Lima,210.543.897-05,Masculino,Normandia,RR,3
2485,Carlos Eduardo Pastor,836.402.951-70,Masculino,Camaragibe,PE,2
2486,Rafaela Camargo,052.463.891-89,Masculino,Cuiabá,MT,2
2487,Lavínia Ferreira,915.680.273-03,Feminino,Viamão,RS,2
2488,Anthony Cavalcanti,026.541.389-33,Masculino,Aracruz,ES,2
2489,Leonardo Porto,502.476.319-06,Masculino,Assu,RN,3
2490,Isaac Rezende,049.851.263-06,Masculino,Caucaia,CE,1
2491,Marcela da Rosa,182.934.057-32,Feminino,Campo Maior,PI,3
2492,Yan Rios,279.068.534-74,Masculino,Cabo de Santo Agostinho,PE,1
2493,Marcos Vinicius Araújo,184.960.732-03,Masculino,Juiz de Fora,MG,2
2494,Sr. Erick Andrade,831.659.027-12,Feminino,Codó,MA,2
2495,Oliver Albuquerque,381.569.724-73,Feminino,Brasília,DF,2
2496,Alice Martins,847.361.052-08,Masculino,Planaltina,DF,3
2497,Sr. Bruno da Cunha,107.836.549-01,Masculino,Sapé,PB,2
2498,Maria Clara Vieira,085.917.364-00,Feminino,Campo Grande,MS,2
2499,Daniel Vasconcelos,914.652.783-46,Feminino,Paço do Lumiar,MA,1
2500,Olivia Casa Grande,965.230.178-77,Masculino,Blumenau,SC,1
2501,Anna Liz da Costa,791.564.308-84,Masculino,Tabatinga,AM,2
2502,Luiz Gustavo Guerra,126.735.904-80,Feminino,Altos,PI,3
2503,Dr. Gustavo Henrique Marques,137.520.964-70,Feminino,Maués,AM,1
2504,João Pedro Rios,614.235.879-28,Feminino,São Mateus,ES,1
2505,Henrique Abreu,418.635.027-26,Feminino,Nova Andradina,MS,3
2506,Cauã Freitas,243.087.561-62,Feminino,Maués,AM,2
2507,Rhavi Alves,465.397.821-28,Feminino,Juazeiro do Norte,CE,1
2508,Henrique Garcia,893.062.175-95,Masculino,Brasileia,AC,3
2509,Heloísa Sales,152.894.073-32,Masculino,Manacapuru,AM,1
2510,Ana Laura Gomes,534.062.918-05,Masculino,Cáceres,MT,2
2511,Aylla Barros,872.146.950-49,Feminino,Maracanaú,CE,3
2512,Evelyn Almeida,189.354.620-98,Feminino,Tabatinga,AM,2
2513,Lívia Rocha,784.693.251-91,Feminino,Guarulhos,SP,1
2514,Ana Laura Dias,291.305.867-12,Masculino,Barras,PI,1
2515,Dr. Luiz Henrique Moreira,189.036.547-57,Feminino,São Paulo,SP,1
2516,Isabelly Brito,631.748.295-00,Masculino,Teresina,PI,2
2517,Oliver Caldeira,649.138.052-15,Masculino,Penedo,AL,1
2518,Ana Júlia Gonçalves,820.716.345-35,Feminino,Cametá,PA,1
2519,Marcela Correia,216.857.309-30,Masculino,Tartarugalzinho,AP,1
2520,Ravy Pimenta,854.709.236-65,Feminino,Lages,SC,1
2521,Renan Rocha,254.976.138-37,Masculino,Nossa Senhora do Socorro,SE,3
2522,Yan Teixeira,127.689.403-13,Masculino,Cantá,RR,1
2523,Sr. Pedro Lucas da Mata,125.408.397-97,Masculino,São Leopoldo,RS,2
2524,Fernando Santos,360.754.981-84,Masculino,Duque de Caxias,RJ,1
2525,Dr. Carlos Eduardo Costela,845.102.379-79,Masculino,Cuiabá,MT,1
2526,Isabelly Albuquerque,765.840.321-08,Masculino,Lauro de Freitas,BA,1
2527,Dr. Davi Luiz Pires,402.583.976-83,Feminino,Macapá,AP,1
2528,Sr. Otto Guerra,819.764.305-93,Feminino,Canoas,RS,1
2529,Ana Mendes,217.589.043-05,Masculino,Recife,PE,2
2530,Davi Lucca Rezende,294.057.163-52,Feminino,Imperatriz,MA,1
2531,Isabelly Cirino,365.207.481-53,Masculino,Nova Andradina,MS,1
2532,João Felipe Cavalcante,489.150.623-70,Feminino,Fortaleza,CE,1
2533,Léo Abreu,947.320.851-05,Masculino,Planaltina,DF,2
2534,Ana Luiza Fernandes,640.892.715-76,Feminino,Santarém,PA,1
2535,Sr. Vitor Hugo Pinto,137.025.984-05,Masculino,Naviraí,MS,1
2536,Benjamin Moraes,261.508.739-86,Masculino,Boa Vista,RR,2
2537,Dr. Fernando Souza,920.516.348-15,Feminino,Montes Claros,MG,2
2538,Mariana Peixoto,295.164.307-16,Feminino,Balneário Camboriú,SC,2
2539,Benício Pires,830.641.275-35,Feminino,Linhares,ES,1
2540,Clarice da Rocha,068.514.732-08,Masculino,Santana,AP,1
2541,Guilherme da Rosa,893.126.740-13,Masculino,Marechal Deodoro,AL,3
2542,Dra. Maria Helena Lopes,940.832.671-78,Masculino,Guará,DF,3
2543,Felipe Gomes,925.803.671-95,Feminino,Paranaguá,PR,1
2544,Luiz Felipe Castro,895.423.061-05,Masculino,Itabaiana,SE,2
2545,Mariana da Paz,539.408.617-66,Feminino,Palmeira dos Índios,AL,1
2546,Raul Campos,893.064.215-24,Feminino,Nossa Senhora da Glória,SE,3
2547,Sophia Marques,348.567.921-64,Masculino,Campina Grande,PB,3
2548,Maya Lopes,784.306.519-93,Masculino,Cabo de Santo Agostinho,PE,2
2549,Ana Júlia Barros,471.068.239-96,Masculino,Quixadá,CE,1
2550,Lucca Gonçalves,756.382.041-80,Masculino,São Luís,MA,3
2551,Vitor Hugo Siqueira,860.573.421-35,Feminino,São Bernardo do Campo,SP,2
2552,Fernando Costela,435.978.201-23,Masculino,Garanhuns,PE,3
2553,Sr. Lucas Gabriel Viana,693.725.081-95,Feminino,Maranguape,CE,2
2554,Pedro Henrique Barbosa,782.930.645-10,Feminino,Foz do Iguaçu,PR,1
2555,Sr. Isaque Nascimento,576.913.240-06,Masculino,Ceilândia,DF,1
2556,Maria Sophia Teixeira,384.719.025-32,Feminino,Rio de Janeiro,RJ,3
2557,Lorenzo Moraes,530.976.481-00,Masculino,Altos,PI,1
2558,Maria Flor Peixoto,513.024.968-24,Masculino,Codó,MA,2
2559,Marcela Moura,670.132.584-07,Feminino,Vitória,ES,2
2560,Otávio Cunha,498.157.263-82,Feminino,Palmeira dos Índios,AL,3
2561,Dra. Isabelly da Conceição,189.576.432-73,Masculino,Itabuna,BA,3
2562,Mariah Borges,709.183.264-78,Masculino,Vilhena,RO,3
2563,Nicole Lima,269.318.475-46,Feminino,Londrina,PR,1
2564,Srta. Sophia Pimenta,879.236.451-91,Feminino,Ouro Preto do Oeste,RO,3
2565,Isabella da Paz,852.471.396-82,Masculino,Vitória do Jari,AP,1
2566,Arthur Sá,376.984.510-20,Masculino,Altamira,PA,1
2567,Dom Almeida,769.208.315-03,Masculino,Porto Velho,RO,2
2568,Caio Barbosa,573.910.482-32,Masculino,Criciúma,SC,1
2569,Lara Sousa,065.324.198-42,Feminino,Paranaguá,PR,1
2570,Sra. Manuela da Cruz,856.217.904-30,Masculino,Cacoal,RO,3
2571,Marina Andrade,094.387.562-56,Feminino,Tocantinópolis,TO,1
2572,Srta. Lorena Pacheco,561.049.378-10,Feminino,Santa Maria,DF,2
2573,Yan Caldeira,583.972.610-95,Feminino,Ilhéus,BA,1
2574,Leandro Melo,761.453.820-07,Masculino,Três Lagoas,MS,3
2575,Ravi Siqueira,968.573.120-95,Masculino,Olinda,PE,2
2576,Sra. Catarina Freitas,658.047.913-20,Masculino,Santa Maria,DF,2
2577,Srta. Isabel Abreu,297.380.516-30,Masculino,Cacoal,RO,1
2578,Isabella Pinto,862.107.593-86,Masculino,Itapipoca,CE,2
2579,Caio Nascimento,690.238.574-29,Masculino,Laranjal do Jari,AP,1
2580,Ayla da Cunha,785.123.960-59,Masculino,Cajazeiras,PB,1
2581,Gabriel Duarte,948.061.723-40,Feminino,Florianópolis,SC,2
2582,Heloisa Fogaça,186.327.490-13,Masculino,Cuiabá,MT,1
2583,Caleb Costela,513.082.469-51,Masculino,Aracaju,SE,1
2584,Luiza Nascimento,153.468.270-80,Masculino,Anápolis,GO,3
2585,Srta. Rebeca Novaes,958.460.237-38,Masculino,São Paulo,SP,3
2586,Yuri Garcia,591.362.704-07,Masculino,São José dos Pinhais,PR,3
2587,Henry das Neves,810.579.642-20,Feminino,Ceilândia,DF,2
2588,José Pedro Cardoso,924.107.836-78,Feminino,Gurupi,TO,1
2589,Srta. Ana Júlia Pastor,129.487.306-78,Feminino,Camaçari,BA,1
2590,Caio da Rocha,613.802.495-89,Masculino,Machadinho d'Oeste,RO,1
2591,Benício Duarte,309.825.614-15,Feminino,Humaitá,AM,1
2592,Aurora Rios,106.245.739-07,Masculino,Salvador,BA,3
2593,Dr. Nicolas Sousa,634.290.157-07,Feminino,Guarapari,ES,1
2594,Nicolas Pimenta,945.103.287-88,Feminino,Cacoal,RO,1
2595,Bella Almeida,619.534.072-34,Masculino,Rorainópolis,RR,2
2596,Dra. Valentina Porto,294.150.387-05,Feminino,Vila Velha,ES,3
2597,Sarah Cardoso,217.953.864-28,Masculino,Dourados,MS,2
2598,Maria Helena Casa Grande,083.527.964-29,Masculino,Dourados,MS,3
2599,Luiz Felipe Nunes,325.917.608-02,Masculino,Itapipoca,CE,2
2600,Diogo Alves,074.826.359-47,Feminino,Cantá,RR,1
2601,Gabriel Novais,712.490.586-94,Masculino,Macaíba,RN,1
2602,Srta. Luísa Rocha,802.543.916-05,Feminino,Trindade,GO,2
2603,Yuri Alves,294.038.715-04,Masculino,Campinas,SP,2
2604,Maria Liz Sales,950.847.261-85,Feminino,Lagarto,SE,1
2605,Maria Júlia Sales,430.782.916-69,Masculino,Cabedelo,PB,2
2606,Théo Novais,789.532.640-65,Feminino,Campos dos Goytacazes,RJ,3
2607,Gustavo Gomes,062.149.537-99,Masculino,Feira de Santana,BA,1
2608,Maria Helena Albuquerque,479.530.862-47,Feminino,Itapipoca,CE,1
2609,Lucas Campos,485.719.623-91,Feminino,Cametá,PA,2
2610,Brayan Pastor,147.680.259-94,Masculino,Ceará-Mirim,RN,1
2611,Carolina Novais,351.896.720-77,Feminino,Cáceres,MT,2
2612,Luísa Siqueira,326.904.871-87,Feminino,Guarapuava,PR,2
2613,Vitória Souza,659.871.430-39,Masculino,Amapá,AP,2
2614,Vinicius Cavalcante,801.475.639-84,Masculino,Caxias do Sul,RS,1
2615,Pedro Henrique Moraes,856.492.317-37,Feminino,Brasília,DF,1
2616,Sabrina Montenegro,064.271.358-80,Feminino,Feira de Santana,BA,1
2617,Lunna Oliveira,752.019.863-40,Masculino,Três Lagoas,MS,1
2618,Dr. Lucas Peixoto,287.943.605-29,Feminino,Dianópolis,TO,3
2619,Dra. Lavínia Moura,629.380.451-15,Masculino,Cariacica,ES,2
2620,Jade Farias,346.270.591-16,Masculino,Blumenau,SC,1
2621,Daniel Pimenta,679.150.423-43,Feminino,Cuiabá,MT,2
2622,Sr. Bento Camargo,630.752.849-47,Masculino,Campo Grande,MS,2
2623,João Lucas Casa Grande,284.671.930-69,Masculino,Vitória de Santo Antão,PE,3
2624,Maria Helena Jesus,804.359.726-00,Masculino,Juazeiro,BA,1
2625,Anthony Vieira,394.705.261-80,Feminino,Macapá,AP,2
2626,Srta. Maria Fernanda Vieira,869.530.217-21,Masculino,Vitória da Conquista,BA,2
2627,Oliver Almeida,532.804.617-07,Feminino,Lages,SC,2
2628,Sra. Cecilia Monteiro,205.713.948-41,Feminino,Cabo de Santo Agostinho,PE,2
2629,Eduardo Santos,856.391.270-40,Masculino,São Paulo,SP,1
2630,Bryan Fogaça,538.607.412-17,Masculino,Maceió,AL,2
2631,Cecilia Borges,269.371.548-28,Feminino,Picos,PI,1
2632,Sophie da Mata,460.395.712-25,Feminino,Pacaraima,RR,2
2633,Carlos Eduardo Pereira,817.325.069-30,Masculino,Volta Redonda,RJ,1
2634,Calebe Vieira,425.170.369-34,Masculino,Santarém,PA,1
2635,Isabelly Moreira,574.369.218-19,Masculino,Barras,PI,3
2636,Ana Carolina Mendes,058.274.639-65,Masculino,São José,SC,1
2637,Lorena Câmara,687.530.214-44,Masculino,Guarapari,ES,1
2638,Alexandre Pacheco,407.351.289-79,Feminino,Tocantinópolis,TO,2
2639,Luiz Miguel Pastor,791.056.438-48,Feminino,Guaraí,TO,1
2640,Isis Martins,734.921.056-61,Masculino,Jaru,RO,1
2641,Dra. Rafaela Carvalho,258.349.610-70,Feminino,Parintins,AM,1
2642,Luigi da Mata,741.382.590-23,Masculino,Tarauacá,AC,1
2643,Luara Cassiano,325.864.071-80,Feminino,Oiapoque,AP,2
2644,Liz Mendonça,581.936.047-84,Masculino,Recanto das Emas,DF,1
2645,Bárbara Vasconcelos,362.187.905-68,Masculino,Linhares,ES,1
2646,Ravi Lucca Caldeira,467.580.231-17,Feminino,Petrópolis,RJ,1
2647,Rebeca Silveira,341.825.609-06,Feminino,Mazagão,AP,1
